Order_Number,Supplier,Order_Date,Received_At,items_received,total_cost,freight,payment_fees
3604231,Arctic Ice,2025-01-27,2025-01-30 01:49:00.0000000,230,531.30,0.00,0.00
C1X0HB,Liquor West,2025-01-27,2025-01-28 17:53:00.0000000,1844,1509.31,0.00,0.00
F2BMA8,Liquor West,2025-01-27,2025-01-28 12:12:00.0000000,2264,1929.78,0.00,0.00
LP0RVZ,Tru Cellars,2025-01-27,2025-01-27 16:56:00.0000000,11124,517944.00,0.00,0.00
NULL,Accredited Distributors Pty Ltd (Snack),2025-01-24,2025-01-24 18:31:00.0000000,28,84.42,0.00,0.00
0P6ELA,Andrew,2025-01-24,2025-01-24 09:55:00.0000000,1896,1500.00,0.00,0.00
2225,Woolworths,2025-01-24,2025-01-24 19:09:00.0000000,102,112.80,0.00,0.00
240125,No Name,2025-01-24,2025-01-24 19:41:00.0000000,6,0.00,0.00,0.00
274550,Mayfair Wholesale Liquor,2025-01-24,2025-01-24 15:53:00.0000000,192,7008.00,0.00,0.00
30455A,Unwined Liquor,2025-01-24,2025-01-24 19:28:00.0000000,372,1956.06,0.00,0.00
30869,Bright Brewery Australia,2025-01-24,2025-01-24 20:18:00.0000000,48,214.50,0.00,0.00
3601267,Arctic Ice,2025-01-24,2025-01-24 13:22:00.0000000,74,170.94,0.00,0.00
63538,Australian Liquor Market (ALM),2025-01-24,2025-01-24 13:16:00.0000000,526,786.87,0.00,0.00
63539,Australian Liquor Market (ALM),2025-01-24,2025-01-24 13:16:00.0000000,442,1288.18,0.00,0.00
63702,Australian Liquor Market (ALM),2025-01-24,2025-01-24 15:32:00.0000000,1668,13739.32,0.00,0.00
63828,Australian Liquor Market (ALM),2025-01-24,2025-01-24 15:30:00.0000000,970,5275.80,0.00,0.00
7507475703,CUB,2025-01-24,2025-01-24 20:13:00.0000000,3,1140.77,5.28,0.00
8TRY8D,Andrew,2025-01-24,2025-01-24 16:20:00.0000000,5712,5150.00,0.00,0.00
FP2DAH,Andrew,2025-01-24,2025-01-24 16:26:00.0000000,864,400.00,0.00,0.00
63262,Australian Liquor Market (ALM),2025-01-23,2025-01-24 18:35:00.0000000,1944,4526.26,0.00,0.00
706830,Accredited Distributors Pty Ltd (Snack),2025-01-23,2025-01-30 02:29:00.0000000,72,120.52,0.00,0.00
706877,Accredited Distributors Pty Ltd (Snack),2025-01-23,2025-01-30 02:30:00.0000000,60,155.53,0.00,0.00
7507473599,CUB Pty Ltd,2025-01-23,2025-01-23 17:41:00.0000000,14400,29756.53,0.00,0.00
7507473651,LaraCUB,2025-01-23,2025-01-23 17:38:00.0000000,24000,49594.23,0.00,0.00
78595,Australian Liquor Market (ALM),2025-01-23,2025-01-30 02:38:00.0000000,27,3331.34,0.00,0.00
78596,Australian Liquor Market (ALM),2025-01-23,2025-01-30 02:41:00.0000000,16,70.06,0.00,0.00
7OW9U7,Andrew,2025-01-23,2025-01-23 14:22:00.0000000,12468,10440.00,0.00,0.00
cash,BERETTA'S LIQUOR AUSTRALIA,2025-01-23,2025-01-23 13:51:00.0000000,52176,104520.00,0.00,0.00
X3XAY8,Andrew,2025-01-23,2025-01-24 11:07:00.0000000,4360,3000.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-01-22,2025-01-22 14:45:00.0000000,317,279.75,0.00,0.00
4KKMRU,Liquor West,2025-01-22,2025-01-24 10:28:00.0000000,490,514.50,0.00,0.00
60314,Cheeky Foods,2025-01-22,2025-01-22 19:37:00.0000000,12,526.68,0.00,0.00
62126,Australian Liquor Market (ALM),2025-01-22,2025-01-22 14:31:00.0000000,719,11375.33,0.00,0.00
62127,Australian Liquor Market (ALM),2025-01-22,2025-01-24 18:33:00.0000000,2430,7794.03,0.00,0.00
62172,Australian Liquor Market (ALM),2025-01-22,2025-01-22 19:20:00.0000000,1199,4589.84,0.00,0.00
71,I Like Wine,2025-01-22,2025-01-22 19:00:00.0000000,24,408.00,0.00,0.00
7507469670,CUB Pty Ltd,2025-01-22,2025-01-22 15:28:00.0000000,37272,70400.63,0.00,0.00
FKCFS9,Liquor West,2025-01-22,2025-01-23 09:57:00.0000000,412,438.75,0.00,0.00
124QV6,Andrew,2025-01-21,2025-01-21 15:23:00.0000000,2043,2150.00,0.00,0.00
155868,Tobacco Station East Keilor,2025-01-21,2025-01-30 11:56:00.0000000,111,5217.44,0.00,0.00
4PFW0B,Andrew,2025-01-21,2025-01-21 09:34:00.0000000,5616,6552.00,0.00,0.00
60870,Australian Liquor Market (ALM),2025-01-21,2025-01-22 14:59:00.0000000,929,4161.29,0.00,0.00
61277,Australian Liquor Market (ALM),2025-01-21,2025-01-22 14:05:00.0000000,6872,34799.62,0.00,0.00
61295,Australian Liquor Market (ALM),2025-01-21,2025-01-21 20:44:00.0000000,2135,7870.23,0.00,0.00
7507465855,CUB Pty Ltd,2025-01-21,2025-01-21 18:08:00.0000000,26208,51011.14,0.00,0.00
offset cash,Nicholas Cash,2025-01-21,2025-01-21 13:54:00.0000000,1,4350.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-01-20,2025-01-20 14:27:00.0000000,432,533.22,0.00,0.00
NULL,Arctic Ice,2025-01-20,2025-01-20 19:05:00.0000000,245,619.85,0.00,0.00
235835544,Coca Cola Amatil,2025-01-20,2025-01-30 01:52:00.0000000,128,421.15,0.00,0.00
60196,Australian Liquor Market (ALM),2025-01-20,2025-01-20 19:21:00.0000000,4152,153363.55,0.00,0.00
7LJGJC,Liquor West,2025-01-20,2025-01-21 16:59:00.0000000,1920,3050.00,0.00,0.00
cash,BERETTA'S LIQUOR AUSTRALIA,2025-01-20,2025-01-20 15:38:00.0000000,34320,65720.00,0.00,0.00
G5701D,Liquor West,2025-01-20,2025-01-20 16:40:00.0000000,2880,3900.00,0.00,0.00
3598901,Arctic Ice,2025-01-19,2025-01-20 12:55:00.0000000,41,94.71,0.00,0.00
SEVD1U,Liquor West,2025-01-18,2025-01-18 13:38:00.0000000,72,40.00,0.00,0.00
NULL,Accredited Distributors Pty Ltd (Snack),2025-01-17,2025-01-17 14:14:00.0000000,75,199.46,0.00,0.00
0007,Boozoom Sunbury,2025-01-17,2025-01-18 14:37:00.0000000,6336,14388.00,0.00,0.00
1GCY8U,Andrew,2025-01-17,2025-01-17 15:23:00.0000000,2400,5500.00,0.00,0.00
60035,Australian Liquor Market (ALM),2025-01-17,2025-01-17 15:25:00.0000000,283,3479.98,0.00,0.00
60036,Australian Liquor Market (ALM),2025-01-17,2025-01-17 14:51:00.0000000,1378,6977.30,0.00,0.00
705379,Accredited Distributors Pty Ltd (Snack),2025-01-17,2025-01-17 15:40:00.0000000,216,312.17,0.00,0.00
7507459697,CUB,2025-01-17,2025-01-17 14:39:00.0000000,14400,29756.52,0.00,0.00
7507459770,LaraCUB,2025-01-17,2025-01-17 17:08:00.0000000,24000,49594.20,0.00,0.00
7507459771,EWT Cub,2025-01-17,2025-01-17 17:09:00.0000000,6480,18516.43,0.00,0.00
9YBMPV,Andrew,2025-01-17,2025-01-17 15:23:00.0000000,1500,1600.00,0.00,0.00
BERMTU,Tru Cellars,2025-01-17,2025-01-17 13:19:00.0000000,11940,546708.00,0.00,0.00
cash,BERETTA'S LIQUOR AUSTRALIA,2025-01-17,2025-01-17 09:38:00.0000000,54840,95020.00,0.00,0.00
cash,Hellenic Wine & Spirits,2025-01-17,2025-01-17 15:08:00.0000000,1152,38880.00,0.00,0.00
NULL,BERETTA'S LIQUOR AUSTRALIA,2025-01-16,2025-01-16 15:35:00.0000000,8100,12150.00,0.00,0.00
1888115,Accredited Distributors Pty Ltd (Snack),2025-01-16,2025-01-16 19:15:00.0000000,228,931.57,0.00,0.00
235812924,Coca Cola Amatil Pty Ltd,2025-01-16,2025-01-17 15:24:00.0000000,252,481.20,0.00,0.00
45104,SinghAus Beverage Solutions,2025-01-16,2025-01-16 16:50:00.0000000,1,282.00,0.00,0.00
59450,Australian Liquor Market (ALM),2025-01-16,2025-01-16 13:54:00.0000000,2700,3194.08,0.00,0.00
6848,Lychee Gold Pty Ltd,2025-01-16,2025-01-16 14:08:00.0000000,120,0.00,0.00,0.00
7507457629,LaraCUB,2025-01-16,2025-01-16 13:25:00.0000000,25272,46795.85,0.00,0.00
7507457817,EWT Cub,2025-01-16,2025-01-16 15:25:00.0000000,12000,24815.00,0.00,0.00
7507457818,EWT Cub,2025-01-16,2025-01-16 15:17:00.0000000,3744,8225.88,0.00,0.00
wait inv,Pernod Ricard Australia,2025-01-16,2025-01-16 20:58:00.0000000,102,24207.15,0.00,0.00
0005,Boozoom Sunbury,2025-01-15,2025-01-15 15:17:00.0000000,18720,36270.00,0.00,0.00
00089902,Hop Nation Brewing Co,2025-01-15,2025-01-15 18:53:00.0000000,184,688.60,0.00,0.00
155831,Tobacco Station East Keilor,2025-01-15,2025-01-20 13:08:00.0000000,108,4593.61,0.00,0.00
3597197,Arctic Ice,2025-01-15,2025-01-15 13:51:00.0000000,40,92.40,0.00,0.00
3597198,Arctic Ice,2025-01-15,2025-01-16 13:55:00.0000000,120,277.20,0.00,0.00
58154,Australian Liquor Market (ALM),2025-01-15,2025-01-15 13:47:00.0000000,1072,4300.01,0.00,0.00
58155,Australian Liquor Market (ALM),2025-01-15,2025-01-15 13:44:00.0000000,52,3.25,0.00,0.00
VVP4TW,Liquor West,2025-01-15,2025-01-16 10:12:00.0000000,528,819.57,0.00,0.00
YSLTRL,Liquor West,2025-01-15,2025-01-16 16:14:00.0000000,278,111.20,0.00,0.00
0006,Boozoom Sunbury,2025-01-14,2025-01-15 15:11:00.0000000,11232,22230.00,0.00,0.00
57322,Australian Liquor Market (ALM),2025-01-14,2025-01-14 18:28:00.0000000,908,10384.19,0.00,0.00
57323,Australian Liquor Market (ALM),2025-01-14,2025-01-14 18:16:00.0000000,90,0.22,0.00,0.00
57324,Australian Liquor Market (ALM),2025-01-14,2025-01-14 18:15:00.0000000,60,0.07,0.00,0.00
57325,Australian Liquor Market (ALM),2025-01-14,2025-01-14 18:15:00.0000000,12,0.02,0.00,0.00
57663,Australian Liquor Market (ALM),2025-01-14,2025-01-15 12:28:00.0000000,192,0.79,0.00,0.00
57664,Australian Liquor Market (ALM),2025-01-14,2025-01-15 12:35:00.0000000,702,3554.19,0.00,0.00
57665,Australian Liquor Market (ALM),2025-01-14,2025-01-15 16:06:00.0000000,2938,10786.04,0.00,0.00
57666,Australian Liquor Market (ALM),2025-01-14,2025-01-15 15:34:00.0000000,52,0.07,0.00,0.00
57752,Australian Liquor Market (ALM),2025-01-14,2025-01-15 15:24:00.0000000,5400,6595.00,0.00,0.00
7507450495,LaraCUB,2025-01-14,2025-01-14 15:47:00.0000000,28080,51995.35,0.00,0.00
7507451336,CUB,2025-01-14,2025-01-15 18:28:00.0000000,2,519.02,16.50,0.00
8830,BERETTA'S LIQUOR AUSTRALIA,2025-01-14,2025-01-15 15:04:00.0000000,17184,61272.00,0.00,0.00
0235789307,Coca Cola Europacific Partners,2025-01-13,2025-01-15 18:57:00.0000000,588,1051.06,0.00,0.00
6828,Lychee Gold Pty Ltd,2025-01-13,2025-01-13 12:48:00.0000000,120,374.00,0.00,0.00
7507447141,EWT Cub,2025-01-13,2025-01-13 17:48:00.0000000,4860,15940.80,0.00,0.00
SCO5IT,Liquor West,2025-01-13,2025-01-13 17:35:00.0000000,48,129.00,0.00,0.00
7507447144,LaraCUB,2025-01-12,2025-01-13 15:31:00.0000000,9600,18788.00,0.00,0.00
155812,Tobacco Station East Keilor,2025-01-10,2025-01-13 13:47:00.0000000,252,3892.20,0.00,0.00
56243,Australian Liquor Market (ALM),2025-01-10,2025-01-10 14:47:00.0000000,618,1.86,0.00,0.00
56352,Australian Liquor Market (ALM),2025-01-10,2025-01-10 12:19:00.0000000,682,2903.10,0.00,0.00
56365,Australian Liquor Market (ALM),2025-01-10,2025-01-10 17:42:00.0000000,1695,12379.10,0.00,0.00
56366,Australian Liquor Market (ALM),2025-01-10,2025-01-10 17:43:00.0000000,132,278.69,0.00,0.00
7A9QCF,Liquor West,2025-01-10,2025-01-10 10:05:00.0000000,48,49.92,0.00,0.00
1STU9Q,Liquor West,2025-01-09,2025-01-09 22:07:00.0000000,171,215.67,0.00,0.00
3594247,Arctic Ice,2025-01-09,2025-01-09 13:03:00.0000000,190,438.90,0.00,0.00
56110,Australian Liquor Market (ALM),2025-01-09,2025-01-10 19:55:00.0000000,6,377.21,0.00,0.00
56111,Australian Liquor Market (ALM),2025-01-09,2025-01-10 17:39:00.0000000,192,20.02,0.00,0.00
7B1BGS,Liquor West,2025-01-09,2025-01-09 22:09:00.0000000,48,129.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-01-08,NULL,120,-250.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-01-08,2025-01-08 17:01:00.0000000,120,250.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2025-01-08,2025-01-08 17:16:00.0000000,0,0.00,0.00,0.00
NULL,BOOZOOM PTY LTD,2025-01-08,2025-01-09 18:48:00.0000000,18720,36270.00,0.00,0.00
143632,S&P Liquor,2025-01-08,2025-01-09 14:18:00.0000000,12960,22572.00,0.00,0.00
155804,Tobacco Station East Keilor,2025-01-08,2025-01-13 12:45:00.0000000,97,4589.38,0.00,0.00
3593766,Arctic Ice,2025-01-08,2025-01-08 14:38:00.0000000,45,103.95,0.00,0.00
54255,Australian Liquor Market (ALM),2025-01-08,2025-01-08 19:48:00.0000000,1594,7259.97,0.00,0.00
7507438483,CUB,2025-01-08,2025-01-08 14:40:00.0000000,2,404.18,11.00,0.00
7507439602,LaraCUB,2025-01-08,2025-01-08 15:22:00.0000000,18720,34782.69,0.00,0.00
7507439895,LaraCUB,2025-01-08,2025-01-08 20:14:00.0000000,14400,28434.00,0.00,0.00
8759 (part 2),BERETTA'S LIQUOR AUSTRALIA,2025-01-08,2025-01-09 14:00:00.0000000,13500,21937.50,0.00,0.00
8759 (part1),BERETTA'S LIQUOR AUSTRALIA,2025-01-08,2025-01-08 17:51:00.0000000,26237,85255.00,0.00,0.00
ADLIQWEST00003,Adoor Pty Ltd,2025-01-08,2025-01-08 15:29:00.0000000,400,2000.00,0.00,0.00
cash,BERETTA'S LIQUOR AUSTRALIA,2025-01-08,2025-01-08 12:13:00.0000000,56976,104270.00,0.00,0.00
LIQWEST0003CASH,Kwind Pty Ltd,2025-01-08,2025-01-08 15:38:00.0000000,1200,6000.00,0.00,0.00
LIQWEST0004,Kwind Pty Ltd,2025-01-08,2025-01-08 15:41:00.0000000,12,930.00,0.00,0.00
235741389,Coca Cola Amatil,2025-01-07,2025-01-08 19:59:00.0000000,184,679.19,0.00,0.00
53371,Australian Liquor Market (ALM),2025-01-07,2025-01-10 19:54:00.0000000,348,2619.74,0.00,0.00
53798,Australian Liquor Market (ALM),2025-01-07,2025-01-08 20:06:00.0000000,4590,23737.08,0.00,0.00
53802,Australian Liquor Market (ALM),2025-01-07,2025-01-07 21:13:00.0000000,1101,8426.64,0.00,0.00
69988,Geo Sang Global Pty Ltd,2025-01-07,2025-01-07 21:10:00.0000000,284,1694.00,0.00,0.00
7507434897,LaraCUB,2025-01-07,2025-01-07 17:21:00.0000000,18720,36478.93,0.00,0.00
7507435104,LaraCUB,2025-01-07,2025-01-07 17:33:00.0000000,24000,47406.55,0.00,0.00
7507436491,CUB,2025-01-07,2025-01-08 14:41:00.0000000,3,1027.11,22.00,0.00
B2Y6CH,Liquor West,2025-01-07,2025-01-07 18:02:00.0000000,48,0.00,0.00,0.00
BN5TGM,Tru Cellars,2025-01-07,2025-01-07 13:09:00.0000000,12132,504888.00,0.00,0.00
CA127,Michael Jones,2025-01-07,2025-01-07 21:00:00.0000000,200,1000.00,0.00,0.00
JDEVU4,Liquor West,2025-01-07,2025-01-07 12:04:00.0000000,312,489.14,0.00,0.00
008,Beef Jerky,2025-01-06,2025-01-06 14:31:00.0000000,25,460.00,0.00,0.00
1787,Green Carbon,2025-01-06,2025-01-06 13:52:00.0000000,1300,7020.00,0.00,0.00
235760795,Coca Cola Amatil Pty Ltd,2025-01-06,2025-01-09 13:47:00.0000000,148,396.82,0.00,0.00
3592241,Arctic Ice,2025-01-06,2025-01-06 18:21:00.0000000,142,359.26,0.00,0.00
3592880,Arctic Ice,2025-01-06,2025-01-06 18:27:00.0000000,102,258.06,0.00,0.00
52768,Australian Liquor Market (ALM),2025-01-06,2025-01-07 13:41:00.0000000,102,10179.55,0.00,0.00
52769,Australian Liquor Market (ALM),2025-01-06,2025-01-07 13:44:00.0000000,20,2048.21,0.00,0.00
52770,Australian Liquor Market (ALM),2025-01-06,2025-01-07 13:42:00.0000000,7488,15649.48,0.00,0.00
52953,Australian Liquor Market (ALM),2025-01-06,2025-01-06 19:03:00.0000000,11232,21932.46,0.00,0.00
7507430404,LaraCUB,2025-01-06,2025-01-06 12:13:00.0000000,24336,46214.11,0.00,0.00
7507430915,LaraCUB,2025-01-06,2025-01-06 14:44:00.0000000,12000,23134.46,0.00,0.00
9614267,Samuel Smith And Son,2025-01-06,2025-01-07 12:04:00.0000000,132,983.37,0.00,0.00
RUF8HI,Liquor West,2025-01-06,2025-01-06 15:59:00.0000000,192,387.00,0.00,0.00
1J8RJ5,Liquor West,2025-01-04,2025-01-04 10:54:00.0000000,1080,1165.50,0.00,0.00
AMS5BN,Australian Liquor Market (ALM),2025-01-04,2025-01-06 19:59:00.0000000,14,0.00,0.00,0.00
M7QOIG,Liquor West,2025-01-04,2025-01-06 13:09:00.0000000,950,570.00,0.00,0.00
155778,Tobacco Station East Keilor,2025-01-03,2025-01-06 19:59:00.0000000,59,2764.45,0.00,0.00
2M8P9R,Andrew,2025-01-03,2025-01-06 13:24:00.0000000,961,1500.00,0.00,0.00
52413,Australian Liquor Market (ALM),2025-01-03,2025-01-03 19:07:00.0000000,786,3194.67,0.00,0.00
52421,Australian Liquor Market (ALM),2025-01-03,2025-01-03 15:08:00.0000000,4272,9113.34,0.00,0.00
52422,Australian Liquor Market (ALM),2025-01-03,2025-01-03 15:08:00.0000000,120,0.39,0.00,0.00
52608,Australian Liquor Market (ALM),2025-01-03,2025-01-08 20:02:00.0000000,462,570.08,0.00,0.00
52609,Australian Liquor Market (ALM),2025-01-03,2025-01-03 17:35:00.0000000,1872,3736.86,0.00,0.00
703776,Accredited Distributors Pty Ltd (Snack),2025-01-03,2025-01-03 13:10:00.0000000,113,313.91,0.00,0.00
7507422988,LaraCUB,2025-01-03,2024-12-31 16:22:00.0000000,24000,47406.60,0.00,0.00
7507428094,LaraCUB,2025-01-03,2025-01-03 13:14:00.0000000,14400,28443.92,0.00,0.00
155775-776,Tobacco Station East Keilor,2025-01-02,2025-01-06 14:13:00.0000000,101,4641.10,0.00,0.00
3589901,Arctic Ice,2025-01-02,2025-01-02 18:26:00.0000000,96,221.76,0.00,0.00
7507425749,LaraCUB,2025-01-02,2025-01-02 16:41:00.0000000,27672,51470.32,0.00,0.00
7507425896,LaraCUB,2025-01-02,2025-01-02 17:19:00.0000000,18720,36465.00,0.00,0.00
G7XLDR,Liquor West,2025-01-02,2025-01-02 16:19:00.0000000,480,540.00,0.00,0.00
S2107538,Sun Liquor Wholesale Pty Ltd,2025-01-02,2025-01-02 13:21:00.0000000,3120,6107.40,0.00,0.00
270307883,Moet Hennessy Australia,2025-01-01,2025-01-02 12:18:00.0000000,18,5023.26,0.00,0.00
235710875,Coca Cola Amatil,2024-12-31,2025-01-02 15:29:00.0000000,184,474.18,0.00,0.00
50993,Australian Liquor Market (ALM),2024-12-31,2024-12-31 16:36:00.0000000,440,2643.22,0.00,0.00
50994,Australian Liquor Market (ALM),2024-12-31,2024-12-31 16:38:00.0000000,156,470.64,0.00,0.00
50995,Australian Liquor Market (ALM),2024-12-31,2024-12-31 16:36:00.0000000,1872,3736.70,0.00,0.00
7507422990,Bto Cub,2024-12-31,2024-12-31 16:33:00.0000000,10800,17830.80,0.00,0.00
7507436313,CUB,2024-12-31,2025-01-14 00:15:00.0000000,1,505.45,0.00,0.00
D5QQ84,Tru Cellars,2024-12-31,2024-12-31 14:18:00.0000000,12684,524484.00,0.00,0.00
TVW3N4,Tru Cellars,2024-12-31,2024-12-31 14:18:00.0000000,5700,219300.00,0.00,0.00
270307719,Moet Hennessy Australia,2024-12-30,2024-12-31 15:32:00.0000000,54,10566.47,0.00,0.00
3587978,Arctic Ice,2024-12-30,2024-12-30 13:35:00.0000000,140,323.40,0.00,0.00
50275,Australian Liquor Market (ALM),2024-12-30,2024-12-30 18:32:00.0000000,1670,19157.77,0.00,0.00
50322,Australian Liquor Market (ALM),2024-12-30,2024-12-30 19:32:00.0000000,2135,8196.40,0.00,0.00
50367,Australian Liquor Market (ALM),2024-12-30,2024-12-31 17:23:00.0000000,11791,45972.49,0.00,0.00
50368,Australian Liquor Market (ALM),2024-12-30,2024-12-31 17:23:00.0000000,2600,13556.66,0.00,0.00
50442,Australian Liquor Market (ALM),2024-12-30,2024-12-30 19:39:00.0000000,14192,53673.62,0.00,0.00
50468,Australian Liquor Market (ALM),2024-12-30,2024-12-31 17:19:00.0000000,1235,9204.40,0.00,0.00
50469,Australian Liquor Market (ALM),2024-12-30,2024-12-31 17:20:00.0000000,5400,10099.73,0.00,0.00
7507418720,EWT Cub,2024-12-30,2024-12-30 18:24:00.0000000,21360,39715.30,0.00,0.00
7507418726,LaraCUB,2024-12-30,2024-12-31 14:52:00.0000000,9600,18700.00,0.00,0.00
7507419121,EWT Cub,2024-12-30,2024-12-30 18:11:00.0000000,18720,34148.40,0.00,0.00
9608979,Samuel Smith And Son,2024-12-30,2025-01-03 13:28:00.0000000,528,6703.65,0.00,0.00
CI58113,"Wtt Global Trading ",2024-12-30,2024-12-31 14:30:00.0000000,14400,28800.00,0.00,0.00
Y268AI,Co Nga,2024-12-29,2024-12-29 13:36:00.0000000,27,4860.00,0.00,0.00
2TBM7H,Pernod Ricard Australia,2024-12-28,2024-12-28 08:54:00.0000000,120,11973.40,0.00,0.00
3582873,Arctic Ice,2024-12-27,2024-12-27 15:55:00.0000000,195,450.45,0.00,0.00
59801,Cheeky Foods,2024-12-27,2024-12-27 19:19:00.0000000,36,1620.96,0.00,0.00
7507414762,EWT Cub,2024-12-27,2024-12-27 15:55:00.0000000,9360,17943.90,0.00,0.00
155745,Tobacco Station East Keilor,2024-12-26,2025-01-02 16:31:00.0000000,61,2454.01,0.00,0.00
155748,Tobacco Station East Keilor,2024-12-26,2024-12-30 13:11:00.0000000,46,2369.70,0.00,0.00
49401,Australian Liquor Market (ALM),2024-12-26,NULL,2700,NULL,0.00,0.00
49401,Australian Liquor Market (ALM),2024-12-26,2024-12-27 16:50:00.0000000,2160,4148.96,0.00,0.00
B1ES31,Liquor West,2024-12-25,2024-12-25 19:16:00.0000000,144,492.00,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2024-12-24,2024-12-24 14:10:00.0000000,840,985.95,0.00,0.00
NULL,1. HO Liquor West - Wholesale,2024-12-24,2024-12-24 14:14:00.0000000,720,826.92,0.00,0.00
48108,Australian Liquor Market (ALM),2024-12-24,2024-12-24 17:45:00.0000000,72,0.17,0.00,0.00
48109,Australian Liquor Market (ALM),2024-12-24,2024-12-24 17:46:00.0000000,5400,25241.64,0.00,0.00
48110,Australian Liquor Market (ALM),2024-12-24,2024-12-24 17:46:00.0000000,120,0.34,0.00,0.00
48111,Australian Liquor Market (ALM),2024-12-24,2024-12-24 17:49:00.0000000,1108,8092.96,0.00,0.00
48112,Australian Liquor Market (ALM),2024-12-24,2024-12-24 17:49:00.0000000,60,202.66,0.00,0.00
48113,Australian Liquor Market (ALM),2024-12-24,2024-12-24 17:50:00.0000000,4272,10242.00,0.00,0.00
48696,Australian Liquor Market (ALM),2024-12-24,2024-12-24 20:12:00.0000000,904,5582.41,0.00,0.00
48697,Australian Liquor Market (ALM),2024-12-24,2024-12-24 20:12:00.0000000,84,485.66,0.00,0.00
48698,Australian Liquor Market (ALM),2024-12-24,2024-12-24 20:13:00.0000000,50,57.95,0.00,0.00
48699,Australian Liquor Market (ALM),2024-12-24,2024-12-24 18:58:00.0000000,40872,87289.14,0.00,0.00
7507411653,EWT Cub,2024-12-24,2024-12-24 17:32:00.0000000,9360,17082.00,0.00,0.00
INV-0342,Weathertop Wines Pty Ltd,2024-12-24,2024-12-24 18:43:00.0000000,48,744.98,0.00,0.00
INV-0345,Weathertop Wines Pty Ltd,2024-12-24,2024-12-24 18:46:00.0000000,24,425.70,0.00,0.00
MV3AEB,Liquor West,2024-12-24,2024-12-24 15:01:00.0000000,720,660.00,0.00,0.00
091,Beef Jerky,2024-12-23,2024-12-23 13:49:00.0000000,23,265.00,0.00,0.00
300064853,Meditrina Trust,2024-12-23,2024-12-24 12:47:00.0000000,6,99.33,0.00,0.00
3570097,Arctic Ice,2024-12-23,2024-12-24 12:48:00.0000000,50,115.50,0.00,0.00
3581170,Arctic Ice,2024-12-23,2024-12-23 14:20:00.0000000,74,170.94,0.00,0.00
3581170,Arctic Ice,2024-12-23,2024-12-23 21:12:00.0000000,74,170.94,0.00,0.00
3581170A,Arctic Ice,2024-12-23,NULL,74,-170.94,0.00,0.00
47065,Australian Liquor Market (ALM),2024-12-23,2024-12-23 13:55:00.0000000,84,368.72,0.00,0.00
47145,Australian Liquor Market (ALM),2024-12-23,2024-12-23 14:08:00.0000000,792,96908.81,0.00,0.00
47146,Australian Liquor Market (ALM),2024-12-23,2024-12-23 14:10:00.0000000,7488,13987.44,0.00,0.00
47410,Australian Liquor Market (ALM),2024-12-23,2024-12-24 12:45:00.0000000,3445,17998.49,0.00,0.00
7507405716,CUB,2024-12-23,2024-12-23 14:12:00.0000000,2,515.11,9.81,0.00
7507406659,CUB,2024-12-23,2024-12-23 14:17:00.0000000,10,3627.47,88.31,0.00
7507408437,LaraCUB,2024-12-23,2024-12-23 18:09:00.0000000,12000,23383.95,0.00,0.00
7507408453,LaraCUB,2024-12-23,2024-12-23 18:10:00.0000000,12000,23134.45,0.00,0.00
7507411652,EWT Cub,2024-12-23,2024-12-24 17:33:00.0000000,16848,30747.60,0.00,0.00
M3T02S,Liquor West,2024-12-23,2024-12-24 17:41:00.0000000,658,946.78,0.00,0.00
2356772496,Coca Cola Europacific Partners,2024-12-21,2024-12-23 14:15:00.0000000,316,786.75,0.00,0.00
46481,Australian Liquor Market (ALM),2024-12-21,2024-12-21 13:18:00.0000000,2404,12532.84,0.00,0.00
46523,Australian Liquor Market (ALM),2024-12-21,2024-12-23 14:40:00.0000000,1336,5665.27,0.00,0.00
46542,Australian Liquor Market (ALM),2024-12-21,2024-12-23 13:54:00.0000000,1182,49661.94,0.00,0.00
7UI3UT,Liquor West,2024-12-21,2024-12-21 17:04:00.0000000,240,200.00,0.00,0.00
BCPLSU,Liquor West,2024-12-21,2024-12-21 17:51:00.0000000,240,200.00,0.00,0.00
NULL,Buller Wines Pty Ltd,2024-12-20,2024-12-20 19:44:00.0000000,84,1014.60,0.00,0.00
155716,Tobacco Station East Keilor,2024-12-20,2024-12-23 14:16:00.0000000,72,3808.24,0.00,0.00
3578631,Arctic Ice,2024-12-20,2024-12-20 19:48:00.0000000,115,265.65,0.00,0.00
45727,Australian Liquor Market (ALM),2024-12-20,2024-12-20 18:23:00.0000000,48,120.12,0.00,0.00
45728,Australian Liquor Market (ALM),2024-12-20,2024-12-20 18:23:00.0000000,3744,6589.30,0.00,0.00
46074,Australian Liquor Market (ALM),2024-12-20,2024-12-24 19:03:00.0000000,3018,16103.43,0.00,0.00
7507404845,LaraCUB,2024-12-20,2024-12-20 19:13:00.0000000,7200,13886.70,0.00,0.00
7507404846,EWT Cub,2024-12-20,2024-12-20 19:48:00.0000000,12000,25041.50,0.00,0.00
