CATEGORY,SUBCATEGORY,revenue,units,profit,margin_pct
Furnishings,Nu-Dell Leatherette Frames,246.65,18,81.46,33.03
Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",246.58,28,108.99,44.20
Paper,Strathmore Photo Mount Cards,245.44,38,106.32,43.32
Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,245.09,12,14.91,6.08
Paper,Xerox 1890,244.70,5,122.35,50.00
Envelopes,Brown Kraft Recycled Envelopes,244.51,15,117.16,47.92
Furnishings,Aluminum Document Frame,244.40,22,56.22,23.00
Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.29,10,41.64,17.05
Binders,GBC Imprintable Covers,241.56,36,39.96,16.54
Envelopes,Quality Park Security Envelopes,240.77,11,88.20,36.63
Accessories,Logitech M510 Wireless Mouse,239.94,7,52.39,21.83
Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",239.84,21,79.31,33.07
Appliances,Holmes HEPA Air Purifier,239.58,14,41.38,17.27
Binders,"Avery Flip-Chart Easel Binder, Black",239.46,17,37.82,15.79
Paper,Xerox 216,238.46,42,96.94,40.65
Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,238.33,46,25.49,10.70
Paper,Xerox 1982,237.54,12,89.53,37.69
Supplies,Martin-Yale Premier Letter Opener,236.99,20,-12.88,-5.43
Storage,Recycled Eldon Regeneration Jumbo File,235.78,20,58.96,25.01
Labels,Avery 50,235.56,20,102.75,43.62
Binders,Acco D-Ring Binder w/DublLock,235.18,31,-102.84,-43.73
Furnishings,DAX Two-Tone Silver Metal Document Frame,234.78,13,84.81,36.12
Art,Newell 312,234.77,49,34.46,14.68
Phones,Spigen Samsung Galaxy S5 Case Wallet,234.46,15,45.88,19.57
Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,234.24,16,67.94,29.00
Accessories,"Maxell 74 Minute CDR, 10/Pack",232.76,26,72.57,31.18
Paper,Petty Cash Envelope,231.85,10,94.36,40.70
Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",229.98,15,44.82,19.49
Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,229.89,28,53.71,23.36
Art,Dixon Ticonderoga Core-Lock Colored Pencils,229.58,28,58.68,25.56
Paper,Advantus Motivational Note Cards,227.94,20,94.33,41.38
Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",227.04,33,104.43,46.00
Storage,Iris Project Case,225.04,30,47.88,21.28
Fasteners,Advantus Plastic Paper Clips,225.00,47,102.80,45.69
Machines,Cisco 8961 IP Phone Charcoal,224.94,3,-164.95,-73.33
Storage,Portable Personal File Box,224.66,19,55.31,24.62
Phones,iOttie XL Car Mount,223.89,14,-50.37,-22.50
Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,28,111.72,50.00
Paper,Xerox 2,222.43,28,81.83,36.79
Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78,31,68.37,31.11
Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",218.42,14,52.04,23.83
Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",218.09,34,95.27,43.68
Binders,Avery Non-Stick Binders,217.31,71,43.54,20.04
Supplies,"Fiskars 8"" Scissors, 2/Pack",217.23,14,45.86,21.11
Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,216.96,14,-15.58,-7.18
Furnishings,3M Polarizing Light Filter Sleeves,216.34,14,75.35,34.83
Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.15,25,73.93,34.20
Phones,iOttie HLCRIO102 Car Mount,215.89,12,-11.99,-5.55
Paper,Xerox 214,215.14,37,90.45,42.04
Binders,DXL Angle-View Binders with Locking Rings by Samsill,215.11,35,66.68,31.00
Binders,Avery Binding System Hidden Tab Executive Style Index Sets,214.57,36,47.86,22.31
Phones,Cisco SPA 501G IP Phone,213.48,3,16.01,7.50
Paper,Xerox 188,213.20,20,97.54,45.75
Binders,GBC Wire Binding Strips,212.66,14,-18.41,-8.66
Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,212.07,59,58.51,27.59
Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",210.91,11,59.22,28.08
Paper,Xerox 1931,209.95,36,88.64,42.22
Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",209.66,7,49.80,23.75
Art,SANFORD Major Accent Highlighters,209.57,30,77.87,37.16
Binders,Cardinal EasyOpen D-Ring Binders,209.30,40,26.50,12.66
Binders,Ibico Plastic and Wire Spiral Binding Combs,208.23,41,21.58,10.36
Storage,Acco Perma 2700 Stacking Storage Drawers,208.18,8,5.95,2.86
Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,207.90,11,62.78,30.20
Binders,GBC Linen Binding Covers,207.57,18,-82.41,-39.70
Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.18,1,25.90,12.50
Machines,Epson Perfection V600 Photo Scanner,206.99,3,-172.49,-83.33
Binders,JM Magazine Binder,204.72,18,50.19,24.52
Machines,Texas Instruments TI-34 Scientific Calculator,204.51,12,64.65,31.61
Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,18,87.70,43.00
Accessories,Kingston Digital DataTraveler 64GB USB 2.0,202.68,6,16.22,8.00
Phones,Pyle PRT45 Retro Home Telephone,201.57,4,22.68,11.25
Storage,Fellowes Desktop Hanging File Manager,201.45,15,50.37,25.00
Paper,Xerox 1912,201.08,11,92.57,46.04
Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,200.16,26,80.91,40.42
Phones,PayAnywhere Card Reader,199.80,25,17.48,8.75
Appliances,Bionaire 99.97% HEPA Air Cleaner,199.73,16,17.52,8.77
Envelopes,Laser & Ink Jet Business Envelopes,198.46,20,83.23,41.94
Binders,"Angle-D Binders with Locking Rings, Label Holders",197.83,42,35.32,17.85
Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,197.82,9,59.35,30.00
Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",197.82,10,81.32,41.11
Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",197.80,27,54.85,27.73
Appliances,"Eureka Hand Vacuum, Bagless",197.72,4,55.36,28.00
Fasteners,"Alliance Super-Size Bands, Assorted Sizes",197.61,27,-10.36,-5.24
Binders,Avery Recycled Flexi-View Covers for Binding Systems,197.17,32,-69.57,-35.28
Paper,Xerox 225,197.00,33,85.79,43.55
Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",196.98,21,94.55,48.00
Art,Newell 309,196.35,20,34.66,17.65
Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.25,17,55.09,28.07
Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,196.02,22,37.02,18.89
Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.05,13,49.87,25.57
Furnishings,"Career Cubicle Clock, 8 1/4"", Black",194.69,10,68.95,35.42
Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,194.55,20,53.26,27.38
Furnishings,Contemporary Wood/Metal Frame,193.91,18,4.85,2.50
Storage,Project Tote Personal File,193.61,15,44.20,22.83
Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",191.98,47,50.23,26.16
Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.60,4,91.97,48.00
Paper,Xerox 1895,191.36,33,82.83,43.28
Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,191.35,21,29.41,15.37
Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,190.77,16,5.15,2.70
Phones,Gear Head AU3700S Headset,189.65,16,-11.95,-6.30
Phones,Speck Products Candyshell Flip Case,188.94,8,-18.20,-9.63
Paper,Xerox 209,187.92,29,90.19,47.99
Paper,White GlueTop Scratch Pads,186.50,14,72.79,39.03
Paper,"Wirebound Message Book, 4 per Page",184.62,35,87.69,47.50
Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",184.54,30,67.11,36.37
Binders,GBC Wire Binding Combs,184.06,26,41.58,22.59
Binders,Ibico Covers for Plastic or Wire Binding Elements,184.00,20,57.49,31.24
Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",183.03,33,10.11,5.52
Paper,Xerox 1955,182.72,10,59.38,32.50
Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",182.52,42,-3.21,-1.76
Art,Deluxe Chalkboard Eraser Cleaner,182.49,17,76.47,41.90
Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",181.46,19,77.64,42.79
Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,3,50.58,28.00
Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",180.60,33,16.80,9.30
Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",180.46,4,-46.40,-25.71
Furnishings,"Eldon Image Series Desk Accessories, Ebony",180.31,18,55.82,30.96
Machines,Okidata B401 Printer,179.99,3,-251.99,-140.00
Storage,Super Decoflex Portable Personal File,179.76,13,39.55,22.00
Supplies,"Elite 5"" Scissors",179.14,24,37.18,20.75
Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",178.99,37,5.41,3.02
Paper,Xerox 1997,178.85,30,77.76,43.48
Paper,Xerox 1892,178.30,5,79.46,44.57
Labels,Avery 490,177.60,13,81.40,45.83
Furnishings,"Master Caster Door Stop, Brown",176.79,38,49.39,27.94
Binders,Heavy-Duty E-Z-D Binders,176.74,29,9.04,5.11
Furnishings,"Executive Impressions 12"" Wall Clock",176.70,14,23.33,13.20
Storage,Crate-A-Files,176.58,18,31.38,17.77
Labels,Avery 499,176.29,40,68.71,38.98
Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",176.29,13,63.75,36.16
Paper,Xerox 1996,176.26,28,81.90,46.47
Furnishings,"DAX Value U-Channel Document Frames, Easel Back",175.94,36,52.47,29.82
Furnishings,Tenex Chairmats For Use With Carpeted Floors,175.78,11,8.80,5.01
Phones,Griffin GC36547 PowerJolt SE Lightning Charger,175.41,10,17.99,10.26
Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.38,37,73.86,42.11
Binders,Wilson Jones International Size A4 Ring Binders,174.73,18,12.81,7.33
Paper,Xerox 1978,174.56,34,74.33,42.58
Accessories,Logitech Keyboard K120,174.24,12,-19.60,-11.25
Phones,Square Credit Card Reader,173.82,22,11.19,6.44
Art,BIC Liqua Brite Liner,173.50,27,53.57,30.88
Paper,Xerox 1952,172.78,33,76.18,44.09
Binders,GBC Plastic Binding Combs,172.70,30,59.77,34.61
Art,Lumber Crayons,171.39,19,55.37,32.31
Art,4009 Highlighters by Sanford,171.14,44,53.81,31.44
Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",171.09,18,39.75,23.23
Paper,Xerox 202,171.07,28,76.71,44.84
Art,Boston 1730 StandUp Electric Pencil Sharpener,171.04,8,44.48,26.01
Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,170.99,41,29.72,17.38
Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,3,70.10,41.00
Appliances,Euro Pro Shark Stick Mini Vacuum,170.74,11,-325.64,-190.72
Furnishings,Nu-Dell Float Frame 11 x 14 1/2,170.63,22,56.03,32.84
Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),169.83,32,64.57,38.02
Paper,Xerox 1894,169.78,27,78.79,46.41
Paper,Xerox 1973,169.02,8,70.35,41.62
Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.84,13,78.25,46.35
Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.74,23,48.82,28.93
Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",168.45,33,71.04,42.17
Appliances,Hoover Commercial SteamVac,168.39,14,35.31,20.97
Labels,Avery 486,168.13,24,75.16,44.70
Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",167.93,7,38.63,23.00
Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,166.70,20,67.04,40.22
Supplies,Acme Softgrip Scissors,166.05,23,33.13,19.95
Paper,Xerox 1968,165.66,26,75.35,45.48
Binders,GBC Instant Report Kit,164.98,50,3.23,1.96
Binders,GBC Standard Plastic Binding Systems Combs,164.40,43,2.09,1.27
Paper,Xerox 195,164.33,27,70.54,42.93
Envelopes,Security-Tint Envelopes,163.49,23,73.88,45.19
Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",163.33,15,3.14,1.92
Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",161.92,11,26.11,16.13
Paper,"Its Hot Message Books with Stickers, 2 3/4"" x 5""",161.32,25,59.57,36.93
Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54,23,46.56,29.00
Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",160.34,19,65.14,40.63
Phones,RCA ViSYS 25423RE1 Corded phone,159.98,2,14.00,8.75
Supplies,Acme Office Executive Series Stainless Steel Trimmers,159.40,21,26.22,16.45
Labels,Avery 489,159.39,16,73.27,45.97
Furnishings,DAX Wood Document Frame.,159.27,16,7.69,4.83
Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",159.25,22,47.60,29.89
Furnishings,"Ultra Door Kickplate, 8""H x 34""W",158.24,10,27.70,17.51
Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,17.77,11.25
Binders,GBC Personal VeloBind Strips,156.92,27,-11.27,-7.18
Furnishings,Artistic Insta-Plaque,156.80,10,61.16,39.01
Paper,Xerox 1936,155.84,9,60.53,38.84
Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.71,20,20.63,13.25
Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),155.52,25,71.27,45.83
Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,17,52.83,34.00
Labels,Avery 503,155.25,15,74.51,47.99
Paper,Xerox 1918,155.04,4,75.97,49.00
Accessories,Imation 30456 USB Flash Drive 8GB,154.56,23,8.56,5.54
Furnishings,"Master Caster Door Stop, Large Neon Orange",154.34,27,42.29,27.40
Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",153.72,29,55.07,35.82
Labels,Self-Adhesive Address Labels for Typewriters by Universal,153.51,23,64.41,41.96
Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",152.16,18,54.06,35.53
Furnishings,"Master Big Foot Doorstop, Beige",152.06,30,42.77,28.13
Furnishings,Nu-Dell Oak Frame,151.65,16,35.45,23.38
Paper,Xerox 217,151.63,25,67.38,44.44
Paper,Southworth 100% Cotton The Best Paper,151.54,15,65.44,43.18
Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.07,12,47.99,31.77
Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",150.67,14,41.95,27.84
Paper,Xerox 205,150.34,24,69.46,46.20
Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,149.92,15,22.97,15.32
Paper,Xerox 1948,149.85,15,67.43,45.00
Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.70,15,41.92,28.00
Art,Sanford Liquid Accent Highlighters,149.63,24,48.62,32.49
Furnishings,Ultra Door Push Plate,149.26,34,37.41,25.06
Accessories,KeyTronic KT400U2 - Keyboard - Black,148.03,15,24.67,16.67
Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.92,9,-31.99,-21.63
Paper,Xerox 1993,147.74,24,68.44,46.32
Appliances,Kensington 6 Outlet SmartSocket Surge Protector,147.53,6,-36.88,-25.00
Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26,9,48.74,33.10
Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",147.03,44,50.71,34.49
Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",146.99,17,18.40,12.52
Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",146.69,21,64.86,44.22
Paper,Xerox 1905,146.45,23,68.94,47.07
Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,146.11,10,6.79,4.65
Art,Newell 315,145.91,25,33.81,23.17
Storage,"Personal Folder Holder, Ebony",145.73,14,35.87,24.61
Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",145.69,17,52.46,36.01
Paper,Xerox 220,145.15,25,60.91,41.96
Paper,Astroparche Fine Business Paper,144.67,29,65.05,44.96
Furnishings,Telescoping Adjustable Floor Lamp,143.92,10,-6.00,-4.17
Paper,Xerox 203,143.85,24,62.98,43.78
Binders,"Wilson Jones Hanging View Binder, White, 1""",143.42,23,55.23,38.51
Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,143.01,41,-2.19,-1.53
Paper,Xerox 192,142.56,22,68.42,47.99
Binders,Flexible Leather- Look Classic Collection Ring Binder,142.04,13,18.93,13.33
Binders,Ibico Recycled Grain-Textured Covers,141.61,8,3.45,2.44
Paper,Xerox 212,141.27,25,57.02,40.36
Paper,Xerox 23,141.26,23,63.76,45.14
Art,"Eberhard Faber 3 1/2"" Golf Pencils",139.87,20,28.27,20.21
Fasteners,"OIC Colored Binder Clips, Assorted Sizes",139.62,44,59.28,42.46
Fasteners,"Advantus Push Pins, Aluminum Head",139.44,24,43.23,31.00
Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),139.38,30,52.28,37.51
Paper,Xerox 1903,138.74,24,65.54,47.24
Paper,Xerox 1930,138.67,24,59.37,42.81
Paper,Things To Do Today Pad,138.53,26,59.17,42.71
Art,50 Colored Long Pencils,138.18,14,32.91,23.82
Furnishings,"Eldon 200 Class Desk Accessories, Smoke",138.16,22,58.02,41.99
Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.81,27,-14.42,-10.46
Binders,Acco 3-Hole Punch,137.54,36,55.53,40.37
Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17,31,47.72,34.79
Labels,Avery 476,137.11,37,54.60,39.82
Paper,Riverleaf Stik-Withit Designer Note Cubes,136.82,15,55.33,40.44
Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.73,41,4.37,3.20
Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.46,2,15.35,11.25
Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",136.44,15,13.64,10.00
Paper,Xerox 1947,136.35,25,54.12,39.69
Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.34,28,56.10,41.15
Supplies,Stiletto Hand Letter Openers,136.32,17,-21.99,-16.13
Accessories,Memorex Froggy Flash Drive 4 GB,136.28,14,42.42,31.13
Binders,Avery Metallic Poly Binders,135.81,31,43.43,31.98
Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",135.65,25,44.58,32.86
Paper,Xerox 222,134.79,22,60.65,45.00
Binders,Wilson Jones Impact Binders,134.68,42,23.72,17.61
Binders,Fellowes Presentation Covers for Comb Binding Machines,133.86,14,21.82,16.30
Paper,Xerox 1959,133.60,21,60.65,45.40
Furnishings,Eldon 200 Class Desk Accessories,133.14,22,39.19,29.44
Phones,OtterBox Defender Series Case - iPhone 5c,133.13,5,3.69,2.77
Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.89,24,60.90,45.83
Machines,Hewlett-Packard 300S Scientific Calculator,131.10,10,60.30,46.00
Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.10,45,18.44,14.07
Paper,Xerox 1977,130.93,20,61.45,46.93
Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),129.17,24,55.97,43.33
Appliances,Harmony HEPA Quiet Air Purifiers,128.70,12,37.43,29.08
Fasteners,OIC Binder Clips,128.16,38,60.14,46.93
Art,Newell 325,128.03,34,29.74,23.23
Phones,PowerGen Dual USB Car Charger,127.87,14,52.36,40.95
Art,Newell 347,127.54,32,30.32,23.77
Paper,Xerox 230,127.01,21,56.24,44.28
Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,126.36,13,36.65,29.00
Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",125.84,13,60.40,48.00
Furnishings,DAX Cubicle Frames - 8x10,125.79,26,20.76,16.50
Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",125.17,13,52.37,41.84
Accessories,Dell Slim USB Multimedia Keyboard,125.00,5,30.00,24.00
Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",124.80,20,56.17,45.01
Furnishings,Deflect-O Glasstique Clear Desk Accessories,124.74,17,37.03,29.69
Paper,Xerox 1928,124.61,26,49.10,39.40
Binders,"DXL Angle-View Binders with Locking Rings, Black",124.60,26,42.04,33.74
Furnishings,"6"" Cubicle Wall Clock, Black",124.59,19,26.22,21.05
Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,124.49,4,26.28,21.11
Paper,Xerox 21,124.42,24,43.54,34.99
Art,Avery Hi-Liter Smear-Safe Highlighters,123.81,24,34.11,27.55
Art,"BIC Brite Liner Highlighters, Chisel Tip",123.12,21,30.59,24.85
Paper,Xerox 1907,122.80,10,57.72,47.00
Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,28,7.45,6.10
Paper,Xerox 1995,121.82,22,47.69,39.15
Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",121.39,6,48.55,40.00
Labels,Avery 519,121.35,18,51.61,42.53
Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.29,13,21.71,17.90
Art,Crayola Colored Pencils,120.69,40,32.81,27.19
Paper,Xerox 227,120.53,22,46.40,38.50
Paper,Xerox 232,120.53,19,56.50,46.88
Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",119.97,22,47.59,39.67
Binders,Cardinal Slant-D Ring Binders,119.92,17,46.06,38.41
Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.83,1,-12.69,-10.59
Furnishings,DAX Clear Channel Poster Frame,119.56,10,27.70,23.17
Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.51,11,-20.52,-17.17
Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",119.21,19,52.00,43.62
Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72,29,43.72,36.83
Art,Newell 314,118.30,24,17.85,15.09
Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",117.75,46,-8.55,-7.26
Binders,"SlimView Poly Binder, 3/8""",117.59,40,5.70,4.85
Furnishings,"Electrix Incandescent Magnifying Lamp, Black",117.28,5,-16.49,-14.06
Paper,Strathmore Photo Frame Cards,116.96,16,53.81,46.01
Binders,Avery Hole Reinforcements,116.52,32,14.84,12.74
Binders,"Avery Durable Plastic 1"" Binders",116.22,34,37.50,32.27
Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",115.44,26,47.22,40.90
Binders,Avery Printable Repositionable Plastic Tabs,115.24,16,42.30,36.71
Furnishings,Longer-Life Soft White Bulbs,115.19,44,44.74,38.84
Binders,Wilson Jones Active Use Binders,115.03,21,37.04,32.20
Paper,Xerox 1949,114.55,28,43.43,37.91
Paper,Xerox 1971,113.84,28,47.93,42.10
Labels,Avery File Folder Labels,113.48,44,48.84,43.04
Storage,Akro-Mils 12-Gallon Tote,113.20,13,21.55,19.04
Binders,Pressboard Hanging Data Binders for Unburst Sheets,112.68,48,-10.13,-8.99
Paper,Xerox 213,111.46,18,50.80,45.58
Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,27,42.90,38.73
Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,110.59,22,6.05,5.47
Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,110.49,28,29.24,26.46
Labels,Self-Adhesive Removable Labels,110.25,35,52.92,48.00
Paper,Xerox 201,110.16,19,46.14,41.88
Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",110.16,19,46.13,41.88
Paper,Xerox 204,110.16,17,52.87,47.99
Binders,Recycled Premium Regency Composition Covers,110.02,9,39.88,36.25
Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",110.01,17,43.77,39.79
Labels,Avery 516,109.65,15,51.54,47.00
Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",109.58,15,49.09,44.80
Paper,Xerox 1962,109.57,28,43.65,39.84
Furnishings,Dana Swing-Arm Lamps,108.93,15,-11.22,-10.30
Envelopes,#10 Self-Seal White Envelopes,108.68,10,52.12,47.96
Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",108.42,17,44.99,41.50
Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08,15,6.75,6.25
Furnishings,3M Hangers With Command Adhesive,108.04,33,36.00,33.32
Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,107.96,4,9.60,8.89
Accessories,SanDisk Cruzer 16 GB USB Flash Drive,107.91,10,14.93,13.84
Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72,25,47.19,44.22
Labels,Avery 518,106.47,35,49.14,46.15
Paper,HP Office Recycled Paper (20Lb. and 87 Bright),106.35,19,50.35,47.34
Paper,"Array Parchment Paper, Assorted Colors",106.29,15,49.51,46.58
Appliances,Belkin 7-Outlet SurgeMaster Home Series,106.18,10,2.79,2.63
Binders,Avery Hanging File Binders,105.84,26,21.87,20.66
Paper,Xerox 1900,105.29,26,44.08,41.87
Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,105.14,9,0.81,0.77
Paper,Xerox 211,104.97,19,40.96,39.02
Phones,Samsung Replacement EH64AVFWE Premium Headset,104.50,21,17.89,17.12
Accessories,Memorex Micro Travel Drive 4 GB,103.88,11,37.42,36.02
Paper,Avery Personal Creations Heavyweight Cards,103.86,11,37.85,36.44
Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",102.62,44,-11.87,-11.57
Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.61,10,16.32,15.90
Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",102.50,13,37.11,36.20
Binders,Fellowes Black Plastic Comb Bindings,102.26,34,-4.42,-4.32
Supplies,Acme Titanium Bonded Scissors,102.00,13,20.23,19.83
Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.99,2,-71.40,-70.01
Furnishings,"Linden 12"" Wall Clock With Oak Frame",101.94,3,30.58,30.00
Paper,Xerox 1970,101.59,22,43.51,42.83
